rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
1790,631.01,631,97158538,97158538.01,1,,07h03m46.91s,105.945472,-30d43m34.89s,-30.726357,-12.978,22.818,2458492.698,2.59565,0.549,620,7.6663,170.84,1007,8.783341,233.697,6852,3.91,2.24,3/26/2019 13:55,5/20/2020 16:00
1791,632.01,632,349790953,349790953,1,FP,07h33m49.15s,113.454773,-61d17m32.83s,-61.292453,-2.417,6.778,2458518.4,1.551885,3.282795,5738.416504,11.037014,17708.29102,2942.144043,10.3357,1278.41,4997.100098,2.36,0.852822,4/11/2019 19:30,3/4/2020 12:58
1792,633.01,633,348755723,348755723,1,FP,08h56m21.14s,134.088088,-12d56m05.54s,-12.934871,30.243,2.488,2458517.81,4.503645,1.973292,12525.72524,11.197034,35.794998,623.84304,13.9036,116.496,3267,4.438,1,4/11/2019 19:30,5/29/2020 10:00
1793,634.01,634,344926234,344926234,1,FA,10h06m13.81s,151.55755,+03d56m47.37s,3.946493,20.649,-18.065,2458517.428,0.49359,1.545897,246.702103,1.733849,7238.719238,2352.530029,9.1299,92.8368,5872,4.43995,1.02918,4/11/2019 19:30,7/24/2020 12:00
1794,635.01,635,286132427,286132427,1,FA,09h46m53.89s,146.72453,-04d17m53.66s,-4.29824,-45.703,-40.413,2458517.436,0.493379,1.5,194.341064,1.503946,7066.343262,2338.397949,8.1075,58.7453,5914,4.46485,1.00635,4/11/2019 19:30,7/24/2020 12:00
1795,636.01,636,146463781,146463781,1,FP,08h15m32.5s,123.885413,-31d33m23.48s,-31.556521,-28.848,69.089,2458517.477,0.417921,1.843947,41644.89453,5.657227,159.379868,906.208435,14.7034,158.67,3278,4.97806,0.275,4/11/2019 19:30,12/17/2019 10:00
1796,637.01,637,133334108,133334108,1,,08h03m08.98s,120.787418,-38d44m31.24s,-38.74201,9.999,-103.899,2458519.657,2.854317,6.011718,352.596741,1.751825,481.315308,1194.612793,8.9454,64.5529,5637,4.52053,0.909499,4/11/2019 19:30,12/17/2019 10:00
1797,638.01,638,78154865,78154865.01,1,FA,09h51m28.17s,147.86736,-04d07m23.96s,-4.123323,-2.379,14.086,2458517.428,0.493826,1.162615,310.570862,1.940277,8648.338867,2459.534668,8.9225,96.6355,6030,4.41585,1.08524,4/11/2019 19:30,7/24/2020 12:00
1798,639.01,639,82362447,82362447.01,1,FP,08h17m00.03s,124.250133,-47d39m07.03s,-47.651954,96.758,-102.395,2458517.561,2.819817,6.611278,183631.0313,22.75573,31.848457,605.887329,15.2474,160.84,3601,4.81887,0.441,4/11/2019 19:30,12/17/2019 10:00
1799,640.01,640,147977348,147977348,1,,06h38m56.3s,99.734594,-36d38m46.07s,-36.64613,-3.872,4.927,2458469.747,5.00353,3.529,7050,19.6202,1343.79,1686,10.0367,341.997,6442,3.91,2.09,3/26/2019 13:55,5/20/2020 16:00
1800,641.01,641,49079670,49079670.01,1,,06h44m17.21s,101.0717,-23d49m09.07s,-23.819187,-31.405,23.686,2458470.203,1.89253,1.474,730,3.39831,1752.87,1802,9.90377,134.043,5646,4.4,1.04,3/26/2019 13:55,5/20/2020 16:00
1801,642.01,642,79292541,79292541.01,1,,06h56m13.39s,104.055775,-20d03m09s,-20.052499,-9.759,4.756,2458470.737,2.27728,1.65,1700,10.6933,1941.23,1849,9.4247,472.224,8550,3.93,2.63,3/21/2019 15:42,5/20/2020 16:00
1802,643.01,643,432008938,432008938,1,FP,08h02m46.54s,120.69393,-23d41m48.22s,-23.696727,100.619,-195.052,2458522.349,9.653456,4.00937,43088.56641,7.281973,3.12657,339.146088,13.7006,87.7731,3359,4.93457,0.315,4/11/2019 19:30,12/17/2019 10:00
1803,644.01,644,63303499,63303499.01,1,,06h59m41.48s,104.922845,-24d53m02.45s,-24.884014,-9.9,29.1,2458469.855,1.92699,2.876,370,2.3659,2103.41,1886,9.701,,5952,,1.25,3/26/2019 13:55,5/20/2020 16:00
1804,645.01,645,157568289,157568289,1,FP,07h07m04.18s,106.767434,-36d46m14.88s,-36.770799,0.934,8.274,2458468.737,1.84051,4.642,2577.820068,13.9166,4390.209961,2267,10.4091,414.522,5710.5,3.6,2.49,3/26/2019 13:55,3/4/2020 12:58
1805,646.01,646,238197709,238197709,1,,03h49m03.79s,57.265805,-72d56m50.28s,-72.947299,19.539,25.393,2458361.223,13.72546,3.146,4440,18.5096,197.658,1044,10.3001,316.643,6104,3.96,1.86,3/21/2019 15:42,5/20/2020 16:00
1806,647.01,647,92992033,92992033.01,1,,05h35m49.32s,83.955484,-18d38m58.53s,-18.649591,0.273,9.298,2458470.602,4.90765,3.753,810,13.2707,260.337,1119,10.2339,553.626,4900,,5.01,3/21/2019 15:42,5/20/2020 16:00
1807,648.01,648,78672342,78672342.01,1,FP,06h52m00.66s,103.00276,-18d57m15.95s,-18.95443,-10.688,2.799,2458471.302,2.97638,3.212,795.84198,11.0372,2695.879883,2007,10.1347,637.257,6492.5,3.57,3.56,3/21/2019 15:42,12/17/2019 10:00
1808,649.01,649,35582553,35582553.01,1,,06h48m53.44s,102.22267,-13d31m38.17s,-13.527269,-6.243,4.382,2458468.836,0.93556,1.124,1360,9.51372,2114.93,1889,10.0461,430.622,6779,3.83,2.43,3/21/2019 15:42,5/20/2020 16:00
1809,650.01,650,349373192,349373192,1,FP,07h21m02.65s,110.261044,-60d09m19.71s,-60.155475,-1.667,12.491,2458326.315,0.76983,2.774,160.192001,,49237.60156,4149,9.7839,402.762,8658,3.92,,3/21/2019 15:42,12/17/2019 10:00
1810,651.01,651,72090501,72090501.01,1,,06h08m25.36s,92.105674,-11d08m49.65s,-11.147126,,,2458469.473,1.07083,1.657,3820,,10983.9,2852,6.832,,8576.7,,,3/21/2019 15:42,5/20/2020 16:00
1811,652.01,652,22221375,22221375.01,1,,09h56m29.64s,149.123515,-24d05m57.07s,-24.099186,-177.111,46.867,2458543.255,3.984627,2.398698,389.733826,2.046621,449.22702,1174.184204,7.3635,45.683,5903,4.44653,1.02,5/6/2019 19:17,12/17/2019 10:00
1812,653.01,653,33153766,33153766.01,1,FP,09h39m05.67s,144.77363,-45d25m34.27s,-45.426185,-19.613,5.576,2458543.227,0.688413,1.503725,390.627655,6.485009,49580.35938,3805.810547,8.5234,213.947,6054,3.47323,3.22605,5/6/2019 19:17,12/17/2019 10:00
1813,654.01,654,35009898,35009898.01,1,,10h58m53.89s,164.724551,-05d32m51.16s,-5.547545,99.174,-266.107,2458543.436,1.527419,1.211359,2889.179932,1.90826,45.576271,662.680908,12.2255,57.7553,3433,4.89676,0.353,5/6/2019 19:17,3/10/2020 12:00
1814,655.01,655,35516889,35516889.01,1,KP,09h53m40.02s,148.416767,-45d39m32.79s,-45.659108,-35.407,17.288,2458543.622,0.788843,1.624113,24762.04688,16.546515,3303.751953,1933.62207,11.6044,268.325,5568,4.39267,1,5/6/2019 19:17,12/17/2019 10:00
1815,656.01,656,36734222,36734222.01,1,KP,10h19m37.96s,154.908187,-09d48m23.19s,-9.806443,-42.044,-38.193,2458543.604,0.81347,1.226305,26827.11719,10.423753,596.670654,1260.53064,11.1184,86.7467,4400,4.64555,0.6,5/6/2019 19:17,12/17/2019 10:00
1816,657.01,657,48103627,48103627.01,1,CP,09h49m37.61s,147.4067,-33d13m06.61s,-33.218503,-8.463,0.734,2458547.313,4.569904,3.913666,10266.21484,13.24057,649.304871,1287.45459,12.4399,562.256,6122,4.283,1.28576,5/6/2019 19:17,12/17/2019 10:00
1817,658.01,658,48476907,48476907.01,1,,10h00m36.64s,150.152654,-34d40m54.71s,-34.681865,-50.825,19.857,2458543.701,4.719906,1.825078,1940.571533,10.600509,971.774109,1424.00354,9.5359,212.005,6521,4.22041,1.48858,5/6/2019 19:17,12/17/2019 10:00
1818,659.01,659,48476908,48476908.01,1,,10h00m36.93s,150.153861,-34d40m53.21s,-34.681446,-52.296,25.232,2458543.699,4.720083,1.694515,2213.796143,12.777913,1052.949219,1452.852783,10.245,245.318,5990,4.00966,1.72045,5/6/2019 19:17,12/17/2019 10:00
1819,660.01,660,53189332,53189332.01,1,KP,11h05m43.11s,166.429628,-05d04m46.15s,-5.079485,-24.818,-13.294,2458544.65,9.290298,5.345087,6204.32666,11.115877,276.548737,1040.07019,10.99,352.181,6055,4.22795,1.39,5/6/2019 19:17,12/17/2019 10:00
1820,661.01,661,53735810,53735810.01,1,KP,10h32m54.01s,158.22503,-34d59m23.67s,-34.989907,11.492,-13.533,2458544.169,4.08653,4.448192,7379.314453,15.378719,1722.797607,1643.154175,11.248,500.258,6580,4.0663,1.75,5/6/2019 19:17,12/17/2019 10:00
1821,662.01,662,54085154,54085154.01,1,FP,10h40m43.23s,160.180141,-31d55m38.04s,-31.927233,-2.069,-15.577,2458543.3,1.001166,1.793411,278.122589,2.394312,4637.09082,2104.65625,8.2046,87.2682,6380,4.438,1.31368,5/6/2019 19:17,12/17/2019 10:00
1822,663.01,663,54962195,54962195.01,1,,10h40m15.8s,160.065852,-08d30m39.9s,-8.511083,-142.182,-82.962,2458544.391,2.598654,1.618382,1911.170898,2.224192,47.52047,669.637756,11.7602,64.2308,3719,4.76941,0.502,5/6/2019 19:17,12/17/2019 10:00
1823,663.02,663,54962195,54962195.02,2,,10h40m15.8s,160.065852,-08d30m39.9s,-8.511083,-142.182,-82.962,2458543.394,4.698465,1.836605,2100.802246,2.328341,21.574327,549.672546,11.7602,64.2308,3719,4.76941,0.502,5/6/2019 19:17,4/26/2020 12:00
1824,664.01,664,55092869,55092869.01,1,KP,10h46m49.66s,161.706905,-09d23m57.71s,-9.399365,-79.091,-78.576,2458544.341,4.736094,7.108413,2435.829102,13.692776,1416.644409,1564.713989,7.3212,99.1596,5370,3.72765,2.72,5/6/2019 19:17,12/17/2019 10:00
1825,665.01,665,73723286,73723286.01,1,FP,10h22m32.91s,155.637125,-40d30m58.85s,-40.516347,38.971,-42.676,2458547.303,14.065993,3.442418,16749.96875,20.710905,67.282997,797,9.1116,131.018,6157,4.20407,1.41729,5/6/2019 19:17,12/17/2019 10:00
1826,666.01,666,82128636,82128636.01,1,,08h16m26.48s,124.110352,-46d25m47.34s,-46.429818,-15.594,14.876,2458543.937,7.47428,1.549211,1594.60437,7.637788,617.627563,1271.456177,8.8252,237.035,6680,4.20036,1.56353,5/6/2019 19:17,12/17/2019 10:00
1827,667.01,667,101955023,101955023,1,KP,10h14m50.18s,153.70907,-47d09m17.77s,-47.154936,-1053.98,414.3,2458544.716,1.628694,0.799026,2850.041504,1.402261,27.166033,582.272522,10.8372,12.613,3202,4.86375,0.26,5/6/2019 19:17,12/17/2019 10:00
1828,668.01,668,102195674,102195674,1,FP,10h16m46.02s,154.191741,-42d33m32.66s,-42.559071,-20.767,-3.744,2458547.461,4.378773,3.818396,30425.6543,20.62459,569.824768,1246.106323,11.3425,344.134,6159,4.37691,1.16198,5/6/2019 19:17,12/17/2019 10:00
1829,669.01,669,124573851,124573851,1,,10h35m36.17s,158.900701,-05d10m52.95s,-5.181374,9.845,72.079,2458546.137,3.948678,3.420507,754.018494,3.842242,641.23407,1283.435059,10.1755,142.867,5581.899902,4.13,1.15284,5/6/2019 19:17,12/17/2019 10:00
1830,670.01,670,147660201,147660201,1,FP,10h55m38.18s,163.9091,-42d50m57.41s,-42.84928,-55.007,18.019,2458543.348,0.579398,1.64214,1324.077148,5.759676,4535.917969,2093.081055,11.1557,191.494,5688,4.48774,0.950534,5/6/2019 19:17,12/17/2019 10:00
1831,671.01,671,151681127,151681127,1,FP,11h07m33.34s,166.888906,-40d12m24.9s,-40.206918,-22.398,9.419,2458552.918,10.197751,4.911431,15405.53125,24.004261,525.689026,1333,9.1379,279.74,7949,4.21106,1.79553,5/6/2019 19:17,12/17/2019 10:00
1832,672.01,672,151825527,151825527,1,,11h11m57.81s,167.990863,-39d19m41.21s,-39.328115,85.141,-74.728,2458546.48,3.633618,1.788031,9033.936523,5.03317,33.798592,614.956543,11.6739,66.9071,3765,4.75169,0.525,5/6/2019 19:17,3/22/2020 12:00
1833,673.01,673,151959065,151959065,1,FP,11h15m59.62s,168.998428,-36d27m33.86s,-36.459406,-16.179,-0.612,2458551.637,10.541282,6.241204,18663.71289,17.800047,83.748535,771.549988,11.955,677.796,6114,4.28439,1.2818,5/6/2019 19:17,12/17/2019 10:00
1834,674.01,674,158588995,158588995,1,,10h58m20.77s,164.586559,-36d51m29.19s,-36.858109,-163.27,-3.766,2458544.524,1.977238,1.021981,14081.70703,4.430879,35.671741,623.305298,11.8764,46.0851,3467,4.87946,0.371,5/6/2019 19:17,12/17/2019 10:00
1835,675.01,675,169226822,169226822,1,KP,10h42m14.1s,160.558765,-03d50m06s,-3.834999,19.224,17.026,2458543.942,4.178161,4.304954,11743.80078,15.288753,750.445984,1458,9.62959,159.507,5620,4.18582,1.39,5/6/2019 19:17,12/17/2019 10:00
1836,676.01,676,219187649,219187649,1,,11h24m49.43s,171.205976,-18d37m02.2s,-18.617278,-20.877,9.135,2458544.343,2.150451,1.573366,8299.629883,10.472779,759.992859,1339.128052,13.4629,758.199,5430,4.41381,1.00073,5/6/2019 19:17,12/17/2019 10:00
1837,677.01,677,280206394,280206394,1,CP,09h36m28.65s,144.119359,-50d27m47.13s,-50.463093,-24.817,42.417,2458547.474,11.236818,2.567844,8902.62793,12.415897,200.863602,960.163208,9.271401,141.812,6446,4.37882,1.22391,5/6/2019 19:17,3/14/2020 12:00
1838,678.01,678,294395926,294395926,1,,07h17m19.38s,109.330734,-55d35m52.54s,-55.597929,-31.454,71.617,2458549.678,11.316715,4.351661,1040.164185,3.418944,102.199127,810.926575,10.9162,205.847,5624,4.39124,1.05375,5/6/2019 19:17,12/17/2019 10:00
1839,679.01,679,308050066,308050066,1,FP,10h21m44.64s,155.436002,-17d13m27.71s,-17.224364,-4.257,6.445,2458552.073,11.175586,5.697074,7303.054199,18.199324,25373.40039,3516,9.99028,320.671,6655,3.9,2.04177,5/6/2019 19:17,12/17/2019 10:00
1840,680.01,680,335499997,335499997,1,,11h56m39.26s,179.163601,-12d22m39.07s,-12.377519,-57.328,-6.649,2458543.515,0.433716,0.890312,848.615723,5.741712,3891.409912,2200,8.98207,163.41,5967,3.9495,1.83682,5/6/2019 19:17,12/17/2019 10:00
1841,681.01,681,410450228,410450228,1,,07h51m34.79s,117.894946,-60d24m44.6s,-60.41239,-4.18,11.242,2458546.477,15.778431,3.360643,6974.195801,13.082777,564.329651,1243.091064,10.6845,421.349,7447,3.79,1.23189,5/6/2019 19:17,8/2/2020 12:00
1842,682.01,682,429304876,429304876,1,,11h11m32.5s,167.88543,-22d04m22.01s,-22.07278,-91.427,-53.36,2458546.306,6.839299,4.441711,1243.186035,4.087727,456.053009,1287,9.2231,83.1548,5085,3.92,1.14416,5/6/2019 19:17,12/17/2019 10:00
1843,683.01,683,437248515,437248515,1,KP,11h17m45.33s,169.43886,-19d03m17.2s,-19.054778,-28.708,0.99,2458544.082,3.405923,2.633613,15630.08496,17.032248,1017.353577,1440.415283,11.4553,383.829,6302,4.30907,1.25,5/6/2019 19:17,12/17/2019 10:00
1844,684.01,684,462162948,462162948,1,,10h01m44.07s,150.433636,-59d51m00.1s,-59.850029,-8.933,3.14,2458546.468,19.847359,2.380051,1283.554443,8.778562,345.085999,1200,9.8532,2228.79,9488,4.07548,2.35947,5/6/2019 19:17,12/17/2019 10:00
1845,685.01,685,281731203,281731203,1,KP,10h52m07.75s,163.032312,+00d29m35.4s,0.493167,-23.664,-44.171,2458546.693,11.63344,3.68,3289.100098,11.538,76.0121,822,9.9623,213.283,5287.700195,3.88,1.83,4/30/2019 16:55,12/17/2019 10:00
1846,686.01,686,339857675,339857675,1,,07h26m24.26s,111.601066,-54d27m07.43s,-54.452065,-3.067,25.498,2458492.215,3.51364,1.573,434.937012,3.7404,1482.512817,1582.593384,9.9362,255.337,6279.799805,4.26,1.63,4/30/2019 16:55,12/17/2019 10:00
1847,687.01,687,74534430,74534430.01,1,,09h10m41.48s,137.672815,-45d05m55.84s,-45.098845,241.16,-308.694,2458525.563,18.15538,4.296,1031.959961,2.16722,4.323299,367.7677,9.8445,42.4467,4253.899902,4.57,0.61,4/30/2019 16:55,12/19/2019 12:00
1848,688.01,688,339636032,339636032,1,,07h20m46.63s,110.194274,-55d22m46.31s,-55.379531,-40.087,41.156,2458390.544,6.87863,2.805,190,3.44908,288.903,1148,8.5885,176.054,6636,3.99,1.98,4/30/2019 16:55,5/20/2020 16:00
1849,689.01,689,445822015,445822015,1,FP,09h48m01.34s,147.005591,-48d19m14.7s,-48.320751,-18.317,27.152,2458545.057,1.66402,3.397,7964.450195,7.65443,8754.730469,2694,10.7014,108.513,4841.299805,4.71,0.78,5/2/2019 14:07,12/17/2019 10:00
1850,690.01,690,101497191,101497191,1,FP,09h56m54.19s,149.225806,-33d47m57.81s,-33.799392,5.1,-13.2,2458547.351,3.64376,3.38,3632.909912,,2107.879883,1887,10.244,144.747,5463.200195,4.39,,5/2/2019 14:07,12/17/2019 10:00
1851,691.01,691,156991337,156991337,1,,06h39m48.91s,99.953812,-42d02m42.72s,-42.045199,-11.214,18.134,2458474.387,6.90741,1.89,850,3.13128,87.5874,852,10.234,169.117,5846,4.4,1.08,5/2/2019 15:06,5/20/2020 16:00
1852,692.01,692,320417762,320417762,1,,07h52m01.01s,118.004229,+10d14m57.44s,10.249288,-5.013,-4.75,2458491.741,1.03604,1.855,250,3.52761,21307.5,3365,9.0188,481.966,9622,3.95,2.74,5/2/2019 15:06,5/20/2020 16:00
1853,693.01,693,458589703,458589703,1,FA,08h17m05.98s,124.274902,+08d14m55.75s,8.248819,-79.27,59.066,2458506.494,,4.029,9640,17.7255,,,11.2248,114.765,4654.2,4.59,0.72,5/2/2019 15:06,7/24/2020 12:00
1854,694.01,694,55383975,55383975.01,1,FP,05h09m32.06s,77.383578,-64d01m33.9s,-64.026083,6.468,25.987,2458366.771,48.052158,4.453456,14841.87402,12.403848,79.879272,762.479675,11.2595,223.882,5354.959961,4.45894,0.971483,4/30/2019 13:04,4/10/2020 12:00
1855,695.01,695,55559618,55559618.01,1,FA,04h52m33.18s,73.138235,-64d55m43.92s,-64.928868,-21.123,106.744,2458346.417,21.375111,4.37398,771.913025,2.993302,45.304729,661.69165,10.749,144.045,5591,4.38111,1.06168,4/30/2019 13:04,7/24/2020 12:00
1856,696.01,696,77156829,77156829.01,1,,04h32m42.96s,68.178987,-39d47m27.15s,-39.790874,239.41,-967.772,2458411.474,0.860233,0.54654,641.263123,1.071212,102.44194,811.407837,10.4276,19.8782,3450,4.89044,0.361,4/30/2019 13:04,12/17/2019 10:00
1857,696.02,696,77156829,77156829.02,2,,04h32m42.96s,68.178987,-39d47m27.15s,-39.790874,239.41,-967.772,2458414.759,14.775648,1.421274,1049.518677,1.175902,2.311553,314.481964,10.4276,19.8782,3450,4.89044,0.361,4/30/2019 13:04,3/7/2020 12:00
1858,697.01,697,77253676,77253676.01,1,,04h38m49.01s,69.704221,-36d40m52.77s,-36.681326,28.168,25.051,2458418.929,8.607221,3.316829,466.519867,2.234043,125.28933,853.293152,9.3553,93.7714,5447,4.39971,1.01952,4/30/2019 13:04,12/17/2019 10:00
1859,698.01,698,141527579,141527579,1,,05h50m57.38s,87.739087,-76d37m10.6s,-76.61961,158.696,157.834,2458328.944,15.086964,2.180748,2005.294556,1.958691,3.14403,339.618561,12.1293,63.3731,3570,4.83196,0.425,4/30/2019 13:04,12/17/2019 10:00
1860,699.01,699,149302744,149302744,1,,05h33m31.74s,83.38224,-62d06m32.48s,-62.109022,-8.356,23.462,2458332.573,14.800921,3.568578,376.243011,2.689871,74.983963,750.519287,9.8106,193.29,6138.600098,4.07,1.34075,4/30/2019 13:04,12/17/2019 10:00
1861,699.02,699,149302744,149302744,2,,05h33m31.74s,83.38224,-62d06m32.48s,-62.109022,-8.356,23.462,2458358.896,33.621113,5.121985,329.732513,2.481645,65.393173,725.275269,9.8106,193.29,6138.600098,4.07,1.34075,4/30/2019 13:04,12/17/2019 10:00
1862,700.01,700,150428135,150428135,1,,06h28m22.97s,97.095717,-65d34m43.01s,-65.578615,-102.75,161.805,2458340.088,16.051165,1.249503,2703.954834,5.467473,8.4844,435.286316,10.9102,31.1265,3482,4.438,1,4/30/2019 13:04,12/21/2019 12:00
1863,700.02,700,150428135,150428135,2,,06h28m22.97s,97.095717,-65d34m43.01s,-65.578615,-102.75,161.805,2458330.474,37.424812,3.282715,721.463501,2.685352,2.744087,328.260956,10.9102,31.1265,3482,4.438,1,4/30/2019 13:04,12/17/2019 10:00
1864,700.03,700,150428135,150428135,3,,06h28m22.97s,97.095717,-65d34m43.01s,-65.578615,-102.75,161.805,2458331.359,9.976745,1.973866,597.618225,2.452109,15.994643,510.050751,10.9102,31.1265,3482,4.438,1,5/20/2019 19:31,12/17/2019 10:00
1865,701.01,701,219239945,219239945,1,FP,04h18m05.2s,64.52165,-53d48m04.57s,-53.80127,42.013,36.099,2458389.367,13.697384,4.783848,1061.946533,4.211945,96.893806,800.191162,10.966,217.621,5837,4.37713,1.10089,4/30/2019 13:04,12/17/2019 10:00
1866,702.01,702,237914496,237914496,1,,03h44m41.99s,56.174949,-65d11m54.02s,-65.198339,-24.797,178.787,2458326.818,3.568089,1.409949,1011.970154,2.174377,63.443203,719.806946,11.8371,84.4039,4015,4.61505,0.646331,4/30/2019 13:04,12/17/2019 10:00
1867,703.01,703,237928815,237928815,1,,03h51m59.96s,57.999823,-59d52m56.79s,-59.882442,28.775,32.674,2458356.925,8.672898,2.830063,706.2854,2.313787,83.724945,771.495605,10.2036,120.984,5384,4.54758,0.852304,4/30/2019 13:04,12/17/2019 10:00
1868,703.02,703,237928815,237928815,2,,03h51m59.96s,57.999823,-59d52m56.79s,-59.882442,28.775,32.674,2458370.312,45.119968,3.672899,841.87738,2.479501,9.287877,445.244812,10.2036,120.984,5384,4.54758,0.852304,4/30/2019 13:04,12/17/2019 10:00
1869,704.01,704,260004324,260004324,1,,06h04m21.6s,91.089986,-55d18m41.54s,-55.311538,681.726,342.132,2458327.418,3.81426,1.465153,475.813202,1.116355,31.4401,659,10.1428,29.8424,3625,4.7833,0.504,4/30/2019 13:04,12/17/2019 10:00
1870,705.01,705,391904697,391904697,1,,07h05m54.52s,106.477148,-72d33m31.55s,-72.558765,-12.103,22.769,2458352.129,47.024273,5.87434,1236.111816,2.533646,5.766663,395.230896,11.4994,191.058,5249.180176,4.68369,0.721348,4/30/2019 13:04,12/17/2019 10:00
1871,706.01,706,219345200,219345200,1,,04h59m00.64s,74.752657,-49d44m10.24s,-49.736179,64.586,-27.388,2458434.908,,4.430998,590.06134,3.965048,98.606674,803.704346,8.3643,94.697,5709.600098,3.53,1.58004,4/30/2019 13:04,12/17/2019 10:00
1872,707.01,707,167342439,167342439,1,,06h34m55.1s,98.729589,-67d32m14.19s,-67.537274,-14.99,-11.318,2458345.517,52.809132,5.779867,654.73877,2.644564,9.923141,452.670349,10.0906,130.959,5409.220215,4.46229,1.03016,4/30/2019 13:04,12/17/2019 10:00
1873,708.01,708,391821647,391821647,1,FP,05h31m03.57s,82.764859,-70d21m25.84s,-70.357179,6.515,23.14,2458325.574,1.996071,5.910879,352.766724,1.947951,1372.564331,1552.397461,10.8623,214.756,6636,4.60452,0.975121,4/30/2019 13:04,12/17/2019 10:00
1874,709.01,709,396720998,396720998,1,,04h22m37.29s,65.655386,-54d08m49.84s,-54.147179,8.37,-0.758,2458392.819,32.379585,4.147055,59615.70313,3.920874,24615.09766,3194.626953,13.987,1350.32,50000,5.80276,0.147,4/30/2019 13:04,3/6/2020 12:00
1875,710.01,710,309402106,309402106,1,FP,08h18m59.69s,124.748703,-65d16m41.12s,-65.278089,-13.07,12.778,2458343.942,72.0819,1.148164,5511.209,18.899661,499.14762,1205.527164,8.488401,157.721,7053,4.22463,1.59688,5/20/2019 19:32,7/13/2020 16:00
1876,711.01,711,38510224,38510224.01,1,,04h10m03.87s,62.516131,-61d56m33.6s,-61.942668,5.702,-47.955,2458329.908,18.383333,2.928908,1177.81543,2.391317,10.690797,461.181915,11.7481,118.28,4356,4.60471,0.710525,5/20/2019 19:32,12/17/2019 10:00
1877,712.01,712,150151262,150151262,1,,06h11m44.67s,92.936106,-65d49m33.02s,-65.825839,-2.929,31.003,2458385.542,9.531637,2.12038,921.936218,3.140625,32.808231,610.401306,9.9059,58.6212,4504,4.58833,0.842645,5/20/2019 19:32,12/17/2019 10:00
1878,712.02,712,150151262,150151262,2,,06h11m44.67s,92.936106,-65d49m33.02s,-65.825839,-2.929,31.003,2458429.402,51.705353,4.825115,1839.809326,3.77764,3.536179,349.746429,9.9059,58.6212,4504,4.58833,0.842645,5/20/2019 19:32,12/17/2019 10:00
1879,712.03,712,150151262,150151262,3,,06h11m44.67s,92.936106,-65d49m33.02s,-65.825839,-2.929,31.003,2458417.121,53.746482,5.592988,1557.541816,3.263156,3.358264,345.261745,9.9059,58.6212,4504,4.58833,0.842645,5/20/2019 19:32,7/10/2020 18:05
1880,713.01,713,167600516,167600516,1,,06h48m05.13s,102.021376,-65d37m27.33s,-65.624257,-19.099,-124.999,2458346.707,36.000168,4.366052,1114.203491,2.445384,4.3018,367.309631,10.6925,69.3653,4316.700195,4.60858,0.740945,5/20/2019 19:32,12/17/2019 10:00
1881,713.02,713,167600516,167600516,2,,06h48m05.13s,102.021376,-65d37m27.33s,-65.624257,-19.099,-124.999,2458325.894,1.871503,1.038575,239.539642,1.144488,221.718597,984.170349,10.6925,69.3653,4316.700195,4.60858,0.740945,5/20/2019 19:32,12/17/2019 10:00
1882,714.01,714,219195044,219195044,1,,06h09m34.18s,92.392417,-53d49m22.76s,-53.822988,92.721,115.298,2458412.839,4.323236,1.773307,941.495544,3.509204,67.886833,732.092834,11.5436,53.8473,3782,4.438,1,5/20/2019 19:32,4/2/2020 12:00
1883,714.02,714,219195044,219195044,2,,06h09m34.18s,92.392417,-53d49m22.76s,-53.822988,92.721,115.298,2458419.11,10.177426,2.177891,903.078491,3.21451,21.677715,550.329895,11.5436,53.8473,3782,4.438,1,5/20/2019 19:32,12/17/2019 10:00
1884,715.01,715,271971130,271971130,1,,07h35m24.56s,113.852328,-73d34m38.67s,-73.577409,82.634,9.987,2458327.551,19.287523,2.066931,4942.356445,7.06999,4.039459,361.576782,13.5308,42.4048,3075,4.438,1,5/20/2019 19:32,12/17/2019 10:00
1885,716.01,716,119081096,119081096,1,FP,09h04m57.34s,136.238912,-18d30m09.63s,-18.502674,94.649,-39.417,2458518.11,0.83707,2.497,2745.5,2.98849,2645.929932,1998,12.4268,88.8248,3776,4.72,0.52,4/24/2019 14:49,3/4/2020 12:58
1886,717.01,717,275248683,275248683,1,FP,09h51m52.93s,147.970536,+02d06m59.93s,2.116647,-26.092,62.064,2458518.266,0.53079,1.238,1113.069946,,977.343018,1557,11.4407,34.7229,3788.399902,4.87,,4/24/2019 14:49,12/17/2019 10:00
1887,718.01,718,150247134,150247134,1,,06h16m40.19s,94.167445,-62d38m54.25s,-62.648403,-3.58,34.785,2458334.323,12.86339,4.454,1070,11.8449,56.601,764,11.4845,726.88,5031,,3.56,4/24/2019 14:49,5/20/2020 16:00
1888,719.01,719,184952758,184952758,1,FP,08h32m34.6s,128.144178,-36d20m48.54s,-36.346818,57.83,-24.55,2458519.892,4.10553,4.267,310,1.7126,897.176,1524,9.0349,84.7306,5653,4.46,0.97,4/24/2019 14:49,5/20/2020 16:00
