rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
578,1499.01,1499,414870287,414870287,1,FP,22h27m29.44s,336.872671,+59d26m01.64s,59.43379,-3.186,-2.419,2458740.859,4.95898,1.831,230.231995,,12.992,528,7.8165,2509.86,3295,,,12/5/2019 21:41,3/4/2020 12:58
579,150.01,150,271893367,271893367,1,,07h31m51.7s,112.965421,-73d36m21.73s,-73.606036,-15.215,27.144,2458326.28,5.85743,5.769,6680,14.0353,772.763,1468,10.9031,336.267,5982.9,4.03,1.68,9/5/2018 18:34,5/20/2020 16:00
580,1500.01,1500,377420580,377420580,1,FP,22h47m51.54s,341.964738,+60d10m25.08s,60.173632,82.14,29.76,2458765.583,1.4166,2.331,710,,1283.11,1667,10.123,89.156,4980,,,12/5/2019 21:41,7/18/2020 12:00
581,1501.01,1501,329145325,329145325,1,,22h10m51.02s,332.712572,+59d39m01.99s,59.650554,-14.044,-9.229,2458739.604,1.07672,2.75,3840,17.3316,64283.4,4436,10.4089,351.079,7274,4.25,1.58,12/5/2019 21:41,5/20/2020 16:00
582,1502.01,1502,410528770,410528770,1,,21h52m51.82s,328.215897,+60d34m08.96s,60.569156,18.067,11.915,2458740.816,2.75347,3.463,2880,22.6417,7188.33,2565,10.4824,387.982,5647,3.68,2.41,12/5/2019 21:41,5/20/2020 16:00
583,1503.01,1503,428065977,428065977,1,,22h36m28.89s,339.120372,+52d06m56.57s,52.115714,11.473,-10.365,2458739.141,1.65445,3.194,610,3.58082,8203.78,2651,10.2347,289.116,6928,4.29,1.46,12/5/2019 21:41,5/20/2020 16:00
584,1504.01,1504,326114850,326114850,1,FP,22h06m16.78s,331.569908,+52d42m06.9s,52.701917,39.91,-4.587,2458739.378,1.24564,1.353,630,3.69201,1633.84,1771,9.98645,231.273,6194,4.16,1.5,12/5/2019 21:41,6/25/2020 12:00
585,1505.01,1505,331034236,331034236,1,,21h44m21.96s,326.091506,+58d33m05.64s,58.551567,-34.822,-26.776,2458740.695,3.42985,3.678,480,4.55945,1579.6,1756,9.27116,236.734,6338,3.9,2.07,12/5/2019 21:41,6/18/2020 12:00
586,1506.01,1506,64836837,64836837.01,1,,22h35m11.17s,338.796529,+55d01m51.69s,55.031026,-6.332,-5.368,2458742.687,10.91188,2.427,1670,14.1108,261.058,1119,9.8115,705.851,9195,3.75,3.37,12/5/2019 21:41,5/20/2020 16:00
587,1507.01,1507,430677414,430677414,1,FP,22h14m40.73s,333.669705,+53d14m22.41s,53.239557,-9.914,-13.263,2458738.93,0.46741,1.25,1592.119995,7.77804,137211,5361,8.41718,195.542,7960.5,4.23,1.77,12/5/2019 21:41,3/4/2020 12:58
588,1508.01,1508,415741431,415741431,1,,22h36m34.64s,339.14435,+58d16m33.82s,58.276061,-5.469,-2.752,2458739.705,2.1568,2.246,1020,12.1828,4273.07,2252,10.471,852.233,8326,3.58,3.87,12/5/2019 21:41,5/20/2020 16:00
589,1509.01,1509,272828463,272828463,1,FP,23h46m21.32s,356.588834,+60d29m13.29s,60.487025,8.864,-2.664,2458765.041,0.78877,1.577,1350,19.4628,93169.2,4867,9.42218,431.14,7856,3.78,2.91,12/5/2019 21:41,8/1/2020 12:00
590,151.01,151,382302241,382302241,1,FP,05h33m23.79s,83.349121,-58d44m42.33s,-58.745093,28.992,25.403,2458326.049,1.59783,1.49,1713.689941,3.59995,955.676025,1548,11.0264,137.504,5037.600098,4.72,0.79,9/5/2018 18:34,12/17/2019 10:00
591,1510.01,1510,377739433,377739433,1,,23h14m17.81s,348.574188,+65d57m28.7s,65.957972,34.183,6.027,2458764.825,1.23852,3.138,440,7.11712,9304.06,2736,10.1975,500.543,6524,3.5,3.4,12/5/2019 21:41,5/20/2020 16:00
592,1511.01,1511,376682699,376682699,1,FP,22h41m24.54s,340.352259,+69d04m28.01s,69.074447,4.381,-0.315,2458765.153,1.10264,2.419,2940,24.3905,143773,5424,10.381,544.233,9218,4.21,2,12/5/2019 21:41,6/10/2020 12:00
593,1512.01,1512,434718964,434718964,1,,23h01m57.14s,345.488066,+64d04m02.41s,64.067337,,,2458765.793,1.59748,2.743,550,,,,10.262,,,,,12/5/2019 21:41,5/20/2020 16:00
594,1513.01,1513,269509393,269509393,1,,23h21m29.71s,350.373796,+60d10m32.29s,60.175637,49.053,11.522,2458764.844,1.76589,3.807,730,4.06597,6579.97,2509,10.2866,275.906,6221,4.13,1.55,12/5/2019 21:41,5/20/2020 16:00
595,1514.01,1514,270238522,270238522,1,FP,23h26m35.62s,351.648417,+64d18m16.92s,64.304699,-4.361,-5.185,2458765.476,1.36991,4.156,1170,11.8886,18625.30078,3254,7.5586,242.006,7339.799805,3.56,3.64,12/5/2019 21:41,3/4/2020 12:58
596,1515.01,1515,470709084,470709084,1,,23h49m28.34s,357.368097,+61d40m58.15s,61.682819,-0.929,13.53,2458764.914,3.66328,2.255,1080,7.71234,548.091,1347,10.4433,337.288,6370,3.81,2.32,12/5/2019 21:41,5/20/2020 16:00
597,1516.01,1516,376637093,376637093,1,,22h40m20.31s,340.08462,+69d30m13.43s,69.503731,16.223,-1.325,2458765.325,2.05603,2.829,16570,16.4042,1903.14,1840,10.377,247.054,6485,4.37,1.24,12/5/2019 21:41,8/15/2020 12:00
598,1517.01,1517,455962313,455962313,1,FP,22h40m08.78s,340.036593,+65d26m23.02s,65.439728,-0.9,-8.2,2458766.042,4.51083,2.391,860,,,,9.599,184.762,,,,12/5/2019 21:41,5/20/2020 16:00
599,1518.01,1518,427761355,427761355,1,,23h29m04.21s,352.267521,+67d02m05.3s,67.034806,-7.444,-4.884,2458766.121,1.90261,2.047,9110,19.7606,19308.8,3284,8.75127,225.888,9918,4.32,1.82,12/5/2019 21:41,5/20/2020 16:00
600,1519.01,1519,272049972,272049972,1,FP,23h41m40s,355.416664,+62d55m17.35s,62.921485,1.9,-7.2,2458765.33,1.09589,2.817,3970,10.0668,31652.09961,3715,10.1914,294.851,6083,,0.68,12/5/2019 21:41,3/4/2020 12:58
601,152.01,152,403287048,403287048,1,FP,22h09m25.8s,332.357482,-62d20m04.03s,-62.334453,-34.716,-109.526,2458327.923,7.00776,2.68,3666.98999,8.1288,302.510986,1161,11.3569,376.849,6347,4.23,1.22,9/5/2018 18:34,12/17/2019 10:00
602,1520.01,1520,269238073,269238073,1,,23h20m55.86s,350.232731,+62d09m40.24s,62.161179,27.666,8.25,2458766.01,6.15501,4.178,690,3.89138,493.779,1313,9.68805,196.55,6153,4.15,1.5,12/5/2019 21:41,5/20/2020 16:00
603,1521.01,1521,366074069,366074069,1,,23h47m04.94s,356.770579,+69d02m58.28s,69.049522,-6.51,-11.243,2458768.089,4.18106,4.574,5180,16.9776,1085.44,1599,9.78876,317.752,6146,3.78,2.31,12/5/2019 21:41,5/20/2020 16:00
604,1522.01,1522,367102581,367102581,1,,20h57m04.57s,314.269036,+78d40m29.7s,78.674917,15.377,22.668,2458765.379,2.97962,2.571,590,4.45612,3964.58,2210,9.39575,303.976,9024,4.24,1.89,12/5/2019 21:41,5/20/2020 16:00
605,1523.01,1523,387413037,387413037,1,FP,20h44m56.77s,311.236535,+69d09m06.51s,69.151807,-8.477,-15.788,2458738.95,6.72694,2.649,1070,5.19273,264.81,1123,10.3197,305.758,6745,4.23,1.53,12/5/2019 21:41,5/20/2020 16:00
606,1524.01,1524,314338017,314338017,1,,21h16m34.79s,319.144978,+58d46m22.11s,58.772809,-2.003,-4.812,2458719.567,10.95478,4.542,400,13.6947,685.523,1425,9.1325,792.79,8522,,6.79,12/5/2019 21:41,5/20/2020 16:00
607,1525.01,1525,276380902,276380902,1,FP,20h32m15.79s,308.065776,+58d19m44.04s,58.328901,1.248,-2.493,2458715.193,0.61724,1.228,470,6.8685,26097.4,3540,10.3202,799.447,9603,3.83,3.14,12/5/2019 21:41,5/20/2020 16:00
608,1526.01,1526,313761775,313761775,1,FP,21h13m23.42s,318.347586,+56d56m37.44s,56.943732,-29.564,-19.113,2458716.352,1.53127,1.301,470,5.51493,978.546,1558,9.693811,320.06,6298,3.77,2.38,12/5/2019 21:41,6/27/2020 12:00
609,1527.01,1527,202375913,202375913,1,,00h23m51.71s,5.965461,+51d28m05.85s,51.468293,-0.388,-1.885,2458768.236,5.06203,3.683,2900,15.2835,1361.62,1692,9.6968,482.203,7664,3.81,2.76,12/5/2019 21:41,5/20/2020 16:00
610,1528.01,1528,285543785,285543785,1,,00h52m53.29s,13.222022,+60d53m30.07s,60.891685,-4.2,0.4,2458772.167,9.93856,3.92,7390,,,,9.716,392.878,,,,12/5/2019 21:41,5/20/2020 16:00
611,1529.01,1529,312259170,312259170,1,FP,00h44m10.27s,11.042775,+59d27m52.19s,59.464498,0.435,-0.934,2458764.941,0.8229,2.068,2660,,59083,4343,10.4049,969.594,8078,3.8,,12/5/2019 21:41,3/4/2020 12:58
612,153.01,153,231081369,231081369,1,FP,04h32m17.71s,68.073785,-66d54m58.68s,-66.916299,12.131,15.615,2458329.848,7.63227,1.656,6339.819824,,441.000275,1168.771118,11.7349,436.225,6338.299805,4.16,,9/5/2018 18:34,2/4/2020 12:00
613,1530.01,1530,312469860,312469860,1,FP,00h51m31.54s,12.881425,+55d42m39.33s,55.710926,16,-23.9,2458764.794,0.50261,1.127,1120,6.28067,15525.5,,9.9475,257.461,6941,,1.67,12/5/2019 21:41,5/20/2020 16:00
614,1531.01,1531,312678993,312678993,1,,00h54m23.36s,13.597343,+54d31m40.83s,54.528009,-5.3,-5.1,2458765.072,0.51731,1.339,1880,9.43702,4358.75,2263,8.3593,,5095.6,,2.18,12/5/2019 21:41,5/20/2020 16:00
615,1532.01,1532,327579226,327579226,1,,00h18m56.7s,4.736238,+57d12m02.26s,57.200629,13.935,-5.6,2458771.785,8.90592,2.893,7070,12.8046,299.371,1158,10.1786,259.563,6659,4.29,1.41,12/5/2019 21:41,5/20/2020 16:00
616,1533.01,1533,345143460,345143460,1,,23h40m59.21s,355.246721,+57d29m06.87s,57.485242,19.799,-34.45,2458765.708,3.6462,1.738,1030,2.8086,121.222,924,10.1128,100.051,5053,4.48,0.88,12/5/2019 21:41,7/1/2020 12:00
617,1534.01,1534,354600221,354600221,1,,00h24m17.92s,6.074676,+57d52m54.18s,57.881718,3.131,-11.769,2458764.817,1.41853,2.728,560,3.93221,6293.46,2481,9.867621,241.204,6329,4.08,1.68,12/5/2019 21:41,5/20/2020 16:00
618,1535.01,1535,420288086,420288086,1,FP,00h43m51.05s,10.962717,+61d50m08.25s,61.835626,-5.237,0.061,2458769.585,6.53427,3.679,3770,20.406099,3017.899902,2064,10.4397,694.491,7715.299805,3.96,2.6,12/5/2019 21:41,3/4/2020 12:58
619,1536.01,1536,445137888,445137888,1,,00h45m12.58s,11.3024,+56d04m12.21s,56.070058,-0.129,-1.659,2458765.067,2.0139,1.661,690,7.37031,5884.18,2439,10.3654,795.905,10310,4.01,2.68,12/5/2019 21:41,5/20/2020 16:00
620,1537.01,1537,173612049,173612049,1,,23h14m19.55s,348.58145,+44d30m31.53s,44.508759,-19.88,-21.305,2458739.074,6.49052,2.579,1070,3.19701,150.133,975,10.473,165.589,5999,4.52,0.96,12/5/2019 21:41,7/1/2020 12:00
621,1538.01,1538,177244357,177244357,1,,23h47m58.97s,356.995693,+47d39m20.16s,47.655601,-10.168,-19.819,2458768.847,6.54692,4.589,2400,5.62882,483.652,1306,9.8931,160.251,6034,4.39,1.12,12/5/2019 21:41,7/1/2020 12:00
622,1539.01,1539,252636888,252636888,1,,23h06m04.38s,346.518266,+52d47m13.25s,52.787014,-18.88,-17.713,2458740.572,2.58929,3.842,580,7.91085,2009.64,1865,10.4116,530.347,5855,3.45,3.22,12/5/2019 21:41,5/20/2020 16:00
623,154.01,154,389525208,389525208,1,FP,20h53m02.75s,313.261454,-38d35m41.72s,-38.594923,-5.023,-10.868,2458329.36,6.74709,2.343,19520.90039,41.3396,433.263,1271,10.0704,402.734,5910.700195,3.59,2.69,9/5/2018 18:34,12/17/2019 10:00
624,1540.01,1540,318746829,318746829,1,FP,23h18m52.47s,349.718625,+56d00m30.95s,56.008598,-1.562,-3.328,2458769.397,5.23121,3.826,3043.98,,19.367,584,10.4234,2537.64,3593,,,12/5/2019 21:41,7/10/2020 18:05
625,1541.01,1541,319068154,319068154,1,FP,23h20m26.12s,350.108816,+55d31m26.8s,55.52411,-6.7,-3.1,2458767.318,3.79738,1.673,3020,15.4506,3462.21,,9.7436,581.487,9500,,2.36,12/5/2019 21:41,5/29/2020 12:00
626,1542.01,1542,367607434,367607434,1,,23h15m29.98s,348.874923,+46d34m33.68s,46.576022,-13.724,7.838,2458744.444,8.2916,3.361,470,6.71582,109.067,900,8.40348,161.65,5119,,3.1,12/5/2019 21:41,5/20/2020 16:00
627,1543.01,1543,431585347,431585347,1,,23h50m41.77s,357.674034,+50d21m17.86s,50.354962,-8.031,-5.705,2458766.208,5.13664,4.45,930,7.04152,5106.92,2355,10.06,605.832,9238,4.08,2.32,12/5/2019 21:41,5/20/2020 16:00
628,1544.01,1544,455791689,455791689,1,,23h05m23.37s,346.347361,+46d54m11.22s,46.903117,-8.539,-2.661,2458739.309,1.29165,1.323,860,,353.253,1207,10.4143,454.3057,4630.4,,,12/5/2019 21:41,8/15/2020 12:00
629,1545.01,1545,127425841,127425841,1,FP,00h24m07.35s,6.030617,+40d09m56.06s,40.165571,-11.617,-11.108,2458765.872,1.51614,1.918,2060.98999,10.1779,2725.939941,2013,9.83204,355.69,6905.299805,4.03,2.04,12/5/2019 21:41,3/4/2020 12:58
630,1546.01,1546,194203348,194203348,1,,00h04m47.24s,1.196825,+41d35m37.97s,41.59388,-23.294,-29.277,2458764.833,1.13345,1.894,490,3.03424,3611.25,2159,9.87731,210.101,6223,4.23,1.4,12/5/2019 21:41,5/20/2020 16:00
631,1547.01,1547,409520860,409520860,1,FP,23h41m48.45s,355.451893,+37d11m11.64s,37.186566,-0.11,-16.194,2458765.114,0.71933,1.474,478.822998,3.45648,3964.330078,2210,10.3973,241.296,5758,4.21,1.44,12/5/2019 21:41,3/4/2020 12:58
632,1548.01,1548,440100539,440100539,1,,00h17m26.04s,4.358519,+42d16m55.93s,42.282204,81.016,-27.725,2458769.324,12.6017,4.835,800,3.34292,135.068,949,8.7282,96.5232,5861.6,4.3,1.21,12/5/2019 21:41,5/20/2020 16:00
633,1549.01,1549,191146556,191146556,1,FP,00h33m13.05s,8.304382,+46d20m25.1s,46.340305,-8.443,-6.785,2458766.835,2.58593,3.182,7140.029785,14.1871,5255.410156,2372,10.3959,282.833,6116.5,4.18,1.53,12/5/2019 21:41,3/4/2020 12:58
634,155.01,155,129637892,129637892,1,,21h24m27.6s,321.11498,-37d51m00.65s,-37.850181,7.193,-6.279,2458326.744,5.43636,5.974,8232.200195,18.3741,,,9.0284,187.131,6220.5,3.99,1.84,9/5/2018 18:34,12/17/2019 10:00
635,1550.01,1550,241065596,241065596,1,FP,01h26m56.69s,21.736201,+49d23m19.15s,49.388653,1.485,-0.782,2458765.127,1.62315,1.438,2470,20.948,1004.5,1568,10.2936,816.238,6628,3.43,4.06,12/5/2019 21:41,3/4/2020 12:58
636,1551.01,1551,288348498,288348498,1,,01h18m48.09s,19.700387,+41d30m22s,41.506112,-11.252,-16.638,2458765.111,1.67546,1.202,1250,6.44889,855.787,1506,9.967,313.229,6745.5,4.09,1.78,12/5/2019 21:41,5/20/2020 16:00
637,1552.01,1552,326919774,326919774,1,,01h31m53.51s,22.972973,+46d23m59.37s,46.399826,-5.702,-4.439,2458771.772,7.57193,2.656,420,10.2119,795.635,1479,8.19,519.941,9146,3.45,4.72,12/5/2019 21:41,5/20/2020 16:00
638,1553.01,1553,327341626,327341626,1,FP,01h38m45.72s,24.690503,+42d40m39.86s,42.677739,10.862,-10.268,2458768.407,5.93815,2.467,5090,19.9984,873.224976,1514,10.3478,441.44,6775.5,3.97,2.06,12/5/2019 21:41,3/4/2020 12:58
639,1554.01,1554,299158887,299158887,1,KP,19h16m54.31s,289.226288,+49d32m53.81s,49.548281,14.337,23.364,2458690.161,9.43526,2.655304,4037.600586,5.975876,96.57843,799.539246,11.0579,194.033,5450.399902,4.48,0.938168,12/6/2019 22:17,12/20/2019 12:00
640,1555.01,1555,441732151,441732151,1,FP,17h11m30.42s,257.876742,+72d08m08s,72.135555,1.411,11.342,2458712.089,2.09989,0.908,27336.40039,10.1564,422.490997,1263,10.1688,169.788,6025.299805,4.46,1.04,12/19/2019 20:58,8/12/2020 12:00
641,1556.01,1556,405794804,405794804,1,FP,21h38m51.46s,324.714399,+65d02m21.02s,65.039172,8.796,3.611,2458740.219,1.44127,2.605,2750,9.20279,22433.7,3409,9.79455,315.386,8009,4.29,1.65,12/19/2019 20:58,5/20/2020 16:00
642,1557.01,1557,320506985,320506985,1,,00h32m39.26s,8.163572,+54d39m16.54s,54.654594,18.638,-1.434,2458765.319,1.08697,1.967,860,4.98445,2889.01,2042,10.4925,285.876,5751,4,1.69,12/19/2019 20:58,5/20/2020 16:00
643,1558.01,1558,117322779,117322779,1,,03h13m24.54s,48.352264,+49d47m01.53s,49.783757,,,2458791.073,0.68601,1.614,910,,,,10.485,,,,,12/19/2019 20:58,5/20/2020 16:00
644,1559.01,1559,241040309,241040309,1,,01h22m52.18s,20.717398,+48d57m19.31s,48.955364,3.798,-6.27,2458764.939,3.46479,1.009,1150,9.20223,387.778,1236,10.3978,685.251,8455.3,3.95,2.54,12/19/2019 20:58,5/20/2020 16:00
645,156.01,156,220518305,220518305,1,FP,02h45m52.22s,41.467598,-64d19m14.47s,-64.320687,29.82,4.632,2458336.132,14.14893,3.765,18638.30078,21.7799,,,10.294,234.138,5823.899902,4.6,1.45,9/5/2018 18:34,12/17/2019 10:00
646,1560.01,1560,241076290,241076290,1,,01h56m07.89s,29.032856,+52d35m07.74s,52.585482,3.483,-4.865,2458790.848,0.25792,0.475,950,8.51808,46846.6,4098,10.1942,560.222,9035,4.16,2.09,12/19/2019 20:58,5/20/2020 16:00
647,1561.01,1561,245462406,245462406,1,,02h35m17.21s,38.821696,+55d42m11.58s,55.703217,7.133,-7.668,2458791.817,2.27456,3.32,1020,13.266,21521.5,3374,10.2948,551.666,6777,3.55,3.35,12/19/2019 20:58,5/20/2020 16:00
648,1562.01,1562,249862365,249862365,1,,02h32m29.52s,38.123017,+52d42m14.73s,52.704091,41.218,-46.098,2458791.53,0.98999,2.05,420,3.95137,7729.29,2612,9.10226,184.69,6208,3.99,1.84,12/19/2019 20:58,5/20/2020 16:00
649,1563.01,1563,249945230,249945230,1,,02h35m14.45s,38.810203,+48d16m25.55s,48.273763,115.886,-98.373,2458805.451,,5.816,4430,4.87484,,,9.4397,51.0409,4582,4.55,0.74,12/19/2019 20:58,5/20/2020 16:00
650,1564.01,1564,250724252,250724252,1,FP,02h14m01.26s,33.505238,+53d07m17.43s,53.121508,1.2,-7.4,2458791.202,0.55973,1.546,3619.530029,,25375.5,3516,10.2845,574.869,8368,,,12/19/2019 20:58,3/4/2020 12:58
651,1565.01,1565,251384275,251384275,1,,02h58m52.86s,44.720241,+58d44m06.88s,58.735245,-3.5,-1.2,2458808.474,,5.661,2970,23.8658,,,9.2085,328.658,8494,,2.18,12/19/2019 20:58,5/20/2020 16:00
652,1566.01,1566,256414077,256414077,1,FP,01h02m25.56s,15.606501,+60d42m55.88s,60.715522,-3.6,1.5,2458793.382,3.01106,3.073,1617.219971,7.20703,1281.73999,1666,10.426,,6516,,1.63,12/19/2019 20:58,3/4/2020 12:58
653,1567.01,1567,259151170,259151170,1,,03h21m23.01s,50.345888,+52d41m31.6s,52.692112,121.807,-92.923,2458808.522,,4.149,54500,21.0557,,,10.374,86.1112,4503.5,4.42,0.86,12/19/2019 20:58,5/20/2020 16:00
654,1568.01,1568,284050395,284050395,1,,00h35m57.57s,8.989872,+65d01m33.73s,65.026035,114.792,-33.288,2458765.476,1.35932,2.831,2840,10.3751,15609.5,3113,9.74734,104.358,5421,4.46,0.94,12/19/2019 20:58,5/20/2020 16:00
